ListingKey	ListingNumber	ListingCreationDate	CreditGrade	Term	LoanStatus	ClosedDate	BorrowerAPR	BorrowerRate	LenderYield	EstimatedEffectiveYield	EstimatedLoss	EstimatedReturn	ProsperRating..numeric.	ProsperRating..Alpha.	ProsperScore	ListingCategory..numeric.	BorrowerState	Occupation	EmploymentStatus	EmploymentStatusDuration	IsBorrowerHomeowner	CurrentlyInGroup	GroupKey	DateCreditPulled	CreditScoreRangeLower	CreditScoreRangeUpper	FirstRecordedCreditLine	CurrentCreditLines	OpenCreditLines	TotalCreditLinespast7years	OpenRevolvingAccounts	OpenRevolvingMonthlyPayment	InquiriesLast6Months	TotalInquiries	CurrentDelinquencies	AmountDelinquent	DelinquenciesLast7Years	PublicRecordsLast10Years	PublicRecordsLast12Months	RevolvingCreditBalance	BankcardUtilization	AvailableBankcardCredit	TotalTrades	TradesNeverDelinquent..percentage.	TradesOpenedLast6Months	DebtToIncomeRatio	IncomeRange	IncomeVerifiable	StatedMonthlyIncome	LoanKey	TotalProsperLoans	TotalProsperPaymentsBilled	OnTimeProsperPayments	ProsperPaymentsLessThanOneMonthLate	ProsperPaymentsOneMonthPlusLate	ProsperPrincipalBorrowed	ProsperPrincipalOutstanding	ScorexChangeAtTimeOfListing	LoanCurrentDaysDelinquent	LoanFirstDefaultedCycleNumber	LoanMonthsSinceOrigination	LoanNumber	LoanOriginalAmount	LoanOriginationDate	LoanOriginationQuarter	MemberKey	MonthlyLoanPayment	LP_CustomerPayments	LP_CustomerPrincipalPayments	LP_InterestandFees	LP_ServiceFees	LP_CollectionFees	LP_GrossPrincipalLoss	LP_NetPrincipalLoss	LP_NonPrincipalRecoverypayments	PercentFunded	Recommendations	InvestmentFromFriendsCount	InvestmentFromFriendsAmount	Investors	ListingCategory	pos_july_2009
0A453601686351158EA4830	1191669	2014-02-06 05:44:03.287000000	None	36	Current		0.22773	0.1905	0.1805	0.16717	0.0849	0.08227	4	C	4	1	MN	Other	Employed	11	False	False		2014-02-06 05:44:05	640	659	1996-07-29 00:00:00	15	15	36	11	426	0	9	0	0	12	1	0	6439	0.69	2424	31	0.96	1	0.24	$100,000+	True	8583.333333	FBC437053690547816BBA10	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	131362	6800	2014-02-07 00:00:00	Q1 2014	C81E3706559829430E2107E	249.43	0	0	0	0	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
0AE2359276114191627380C	1023744	2013-11-06 10:32:23.573000000	None	36	Current		0.13301	0.105	0.095	0.09202	0.0274	0.06462	6	A	8	1	GA	Sales - Commission	Employed	34	False	False		2013-11-05 10:52:20	720	739	2004-11-26 00:00:00	15	13	27	11	310	0	4	0	0	0	0	0	5559	0.18	23877	23	1	1	0.34	$25,000-49,999	True	3000	571036977431380497904AF	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	4	109581	10000	2013-11-12 00:00:00	Q4 2013	7EF93697461774053DD43A9	325.02	1991.7133	1711.12	280.5933	-26.99	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
0AE33405512285492257EED	234540	2007-11-19 15:15:10.780000000	AA	36	Completed	2010-11-30 00:00:00	0.13705	0.13	0.13	NA	NA	NA	NA		0	0	GA	Realtor	Full-time	149	True	False		2007-11-05 13:38:37.883000000	760	779	1981-07-06 00:00:00	4	3	18	2	0	1	1	0	0	4	0	0	0	0	0	15	0.66	0	0.12	$100,000+	True	13889	A7313407353342626A6D263	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	76	22132	22000	2007-11-30 00:00:00	Q4 2007	628634034846742186917C7	741.27	26724.88	21973.02	4751.86	0	0	0	0	0	1	0	0	0	261	Not Available	FALSE
0AE33533953423737F35CBF	545753	2011-12-20 14:02:32.083000000	None	36	Current		0.28974	0.2511	0.2411	0.2352	0.112	0.1232	3	D	7	1	MI	Other	Employed	58	False	False		2011-12-20 14:02:30	640	659	1995-12-05 00:00:00	15	10	33	9	657	1	2	0	0	0	0	0	29874	0.63	15674	26	0.92	1	0.34	$25,000-49,999	True	3641.666667	925B3638716195077975A41	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	27	57887	4600	2011-12-22 00:00:00	Q4 2011	C10133841165385707996CA	183.16	4762.16	2956.97	1805.19	-71.87	0	0	0	0	1	0	0	0	6	Debt Consolidation	TRUE
0AEC3584463811098F37035	856616	2013-07-31 12:28:13.420000000	None	36	Current		0.25371	0.2159	0.2059	0.1903	0.0899	0.1004	4	C	9	2	IL	Computer Programmer	Employed	98	True	True	6A3B336601725506917317E	2013-07-31 12:28:03	620	639	1998-08-26 00:00:00	8	8	25	6	297	1	5	1	898	19	0	0	8649	0.86	1364	15	0.68	0	0.12	$100,000+	True	9166.666667	A5F83689899511347396BB0	1	13	13	0	0	11000	7308.39	-147	0	NA	7	98585	6500	2013-08-12 00:00:00	Q3 2013	F4123365354736490B38158	246.86	1481.16	809.81	671.35	-31.1	0	0	0	0	1	0	0	0	26	Home Improvement	TRUE
0B0636023993007556CC935	1230651	2014-02-23 16:33:09.193000000	None	60	Current		0.21653	0.192	0.182	0.1681	0.0899	0.0782	4	C	6	1	PA	Professional	Employed	176	False	False		2014-02-23 16:33:11	700	719	1995-09-21 00:00:00	17	15	33	10	430	0	5	0	0	0	0	0	13980	0.64	6269	27	1	1	0.38	$50,000-74,999	True	4666.666667	CA843707826935871B4DFD6	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	133341	11500	2014-02-27 00:00:00	Q1 2014	4E5837063260857033C3F87	299.58	0	0	0	0	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
0B0D33804559370396DC334	93687	2007-02-05 13:09:12.257000000	E	36	Defaulted	2007-08-12 00:00:00	0.23768	0.2302	0.1952	NA	NA	NA	NA		0	0	CA	Professional	Not available	NA	False	True	783C3371218786870A73D20	2007-02-05 13:01:42.320000000	560	579	1988-02-03 00:00:00	NA	NA	22	0	0	1	11	11	NA	9	0	NA	NA	NA	NA	NA	NA	NA	0.14	Not displayed	True	4333.333333	214C338059417596975B11C	NA	NA	NA	NA	NA	NA	NA	NA	255	6	85	7390	3500	2007-02-13 00:00:00	Q1 2007	962233702371524631311C0	135.52	127.46	73.71	53.75	-1.34	0	3426.29	3426.29	0	1	0	0	0	111	Not Available	FALSE
0B183592852839153D6FDB8	998145	2013-10-23 07:34:42.750000000	None	36	Current		0.13799	0.1099	0.0999	0.09653	0.0299	0.06663	6	A	11	1	CA	Analyst	Employed	131	False	True		2013-10-23 07:34:45	680	699	1995-08-24 00:00:00	10	9	30	9	770	0	4	0	0	0	0	0	31072	0.85	5121	28	1	1	0.24	$50,000-74,999	True	5009.75	CFB73698225695095EFE832	3	29	29	0	0	10000	2652.66	NA	0	NA	4	110986	8000	2013-11-13 00:00:00	Q4 2013	050A3392140217240B184D8	261.87	794.4612	610.68	183.7812	-16.95	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
03AB35796514589268F0458	788462	2013-05-25 14:13:34.207000000	None	36	Current		0.3179	0.2786	0.2686	0.2447	0.1325	0.1122	2	E	2	1	MN	Other	Employed	149	True	False		2013-05-25 14:13:00	740	759	1998-04-24 00:00:00	11	11	52	10	460	0	4	1	11750	6	0	0	32796	0.97	833	48	0.91	2	0.12	$75,000-99,999	True	6250	8382368318512519873A16A	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	9	91506	4000	2013-06-03 00:00:00	Q2 2013	2EF635697318617491040A0	165.15	1486.35	715.64	770.71	-27.66	0	0	0	0	1	0	0	0	89	Debt Consolidation	TRUE
03B2360033792330504F2E2	1174148	2014-02-01 08:03:22.990000000	None	36	Current		0.14714	0.1189	0.1089	0.10446	0.0374	0.06706	6	A	6	1	FL	Food Service	Employed	47	False	False		2014-02-01 08:03:25	660	679	2005-02-03 00:00:00	15	15	16	9	342	0	3	0	0	0	2	0	9873	0.59	3606	16	1	0	0.33	$25,000-49,999	True	3333.333333	C0A637046480450309CB6C2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	130644	10000	2014-02-11 00:00:00	Q1 2014	593A3705079088403EDADF8	331.62	0	0	0	0	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
03B63581087960209FB6BCE	818316	2013-06-22 10:03:17.663000000	None	60	Current		0.11695	0.0949	0.0849	0.0827	0.0224	0.0603	6	A	10	1	AL	Other	Employed	310	True	False		2013-06-22 10:00:42	740	759	1981-11-01 00:00:00	15	13	32	14	507	1	4	0	0	0	0	0	13480	0.25	39321	30	0.93	1	0.08	$75,000-99,999	True	7916.666667	8A213686611917283775392	1	3	3	0	0	6000	0	38	0	NA	9	94282	6500	2013-06-26 00:00:00	Q2 2013	73653543594108626D9E436	136.48	1090.15	697.07	393.08	-41.6	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
033235548395562230AF029	625767	2012-08-17 23:13:40.827000000	None	36	Completed	2013-07-05 00:00:00	0.17754	0.1414	0.1314	0.1292	0.0449	0.0843	5	B	6	20	CA	Computer Programmer	Employed	35	False	False		2012-08-17 23:13:39	680	699	1990-11-01 00:00:00	12	7	25	7	396	0	2	0	0	0	0	0	10626	0.93	212	25	0.92	0	0.25	$100,000+	True	9630.5	6B773658515230112E10338	2	27	27	0	0	17700	12119.28	-37	0	NA	19	72507	12880	2012-08-23 00:00:00	Q3 2012	B5D434728766592484E8824	441.08	14284.83	12880	1404.83	-99.35	0	0	0	0	1	0	0	0	186	Wedding Loans	TRUE
033635763137480066E457D	745148	2013-04-07 13:36:20.087000000	None	60	Current		0.23462	0.2099	0.1999	0.1864	0.0749	0.1115	4	C	10	2	MA	Professional	Full-time	99	False	False		2013-04-07 13:36:15	640	659	1990-12-01 00:00:00	11	10	33	8	700	0	1	0	0	4	1	0	25456	0.91	2144	33	0.84	0	0.16	$100,000+	True	10000	8A08368065980919348DA71	5	111	111	0	0	31101	1740.19	-26	0	NA	11	88865	15000	2013-04-23 00:00:00	Q2 2013	DF2F33750081873969C0B9C	405.72	4057.2	1536.34	2520.86	-120.09	0	0	0	0	1	0	0	0	1	Home Improvement	TRUE
033935975052618643B3A47	1033903	2013-12-07 12:36:37.750000000	None	60	Current		0.14147	0.1189	0.1089	0.10446	0.0374	0.06706	6	A	10	1	WA	Skilled Labor	Employed	55	False	False		2013-12-07 12:36:40	700	719	1993-03-15 00:00:00	18	18	46	6	165	3	6	0	0	0	1	0	4595	0.59	1758	40	1	1	0.22	$25,000-49,999	True	4000	535F370087288087681174E	3	61	61	0	0	5200	1855.4	NA	0	NA	3	120648	10000	2013-12-12 00:00:00	Q4 2013	7A5E3414486425712ABE4BB	221.89	443.78	243.04	200.74	-16.88	0	0	0	0	1	1	0	0	76	Debt Consolidation	TRUE
03433590081167780324937	939195	2013-09-29 16:02:20.347000000	None	60	Current		0.22908	0.2045	0.1945	0.1797	0.0899	0.0898	4	C	7	2	OK	Professional	Employed	50	True	False		2013-09-29 15:38:20	700	719	1995-08-11 00:00:00	14	12	42	9	856	1	3	0	0	0	0	0	21041	0.46	23885	30	1	0	0.33	$50,000-74,999	True	5833.333333	1C19369438316393637917B	1	15	15	0	0	15000	9695.16	NA	0	NA	5	104207	5000	2013-10-03 00:00:00	Q4 2013	AE0C34732363908881133CA	133.72	665.7986	253.68	412.1186	-20.29	0	0	0	0	1	0	0	0	1	Home Improvement	TRUE
034633660976260974B9D69	10016	2006-04-30 16:32:56.963000000	E	36	Defaulted	2007-07-07 00:00:00	0.24502	0.2375	0.2075	NA	NA	NA	NA		0	0	AZ			NA	False	False	C8023365164599360FC4F40	2006-04-30 16:22:51.423000000	540	559	1996-02-27 00:00:00	NA	NA	14	0	0	17	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.19336	Not displayed	True	2500	045D33659696962864C07E5	NA	NA	NA	NA	NA	NA	NA	NA	167	14	94	774	4000	2006-05-08 00:00:00	Q2 2006	46E733663177145584B6AC8	156.41	1341.97	783.38	558.59	-13.14	0	3216.61	3216.62	0	1	0	0	0	43	Not Available	FALSE
43E835955033665686E25D3	1017751	2013-11-29 15:45:45.877000000	None	36	Current		0.14714	0.1189	0.1089	0.10446	0.0374	0.06706	6	A	10	1	NV	Retail Management	Employed	151	False	False		2013-11-29 15:45:49	660	679	1999-08-26 00:00:00	7	7	28	6	273	0	1	0	0	30	1	0	8121	0.84	1529	27	0.66	0	0.06	$100,000+	True	10000	346E3700643077078D63117	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	3	120818	5000	2013-12-11 00:00:00	Q4 2013	154C3585051255633BCEDDD	165.81	331.62	231.8	99.82	-8.4	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
43EA3588476453945D67E98	888973	2013-09-05 16:55:42.747000000	None	36	Current		0.09837	0.0849	0.0749	0.0731	0.0199	0.0532	7	AA	8	1	CT	Professional	Employed	99	True	False		2013-09-05 16:55:35	840	859	1992-12-24 00:00:00	18	17	31	13	715	0	3	0	0	0	0	0	26474	0.35	47455	31	1	1	0.27	$50,000-74,999	True	5416.666667	060736921362327350A1C0E	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	6	101567	8500	2013-09-16 00:00:00	Q3 2013	50E535877444760567C2840	268.28	1341.4	1053.93	287.47	-33.86	0	0	0	0	1	0	0	0	123	Debt Consolidation	TRUE
43EC33740420974250F8640	61574	2006-11-14 09:50:45.667000000	D	36	Completed	2009-05-18 00:00:00	0.20969	0.2	0.195	NA	NA	NA	NA		0	0	CO	Teacher	Not available	NA	False	False		2006-11-13 18:37:57.730000000	620	639	2001-03-18 00:00:00	NA	NA	14	7	220	3	6	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0.2	Not displayed	True	2916.666667	C9B2337434742407646F602	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	88	4768	1900	2006-11-20 00:00:00	Q4 2006	74893372917289733DD0835	70.61	2517.46	1900	617.46	-15.44	0	0	0	0	1	0	0	0	19	Not Available	FALSE
43ED3582296607997C0C1C2	829597	2013-07-05 13:46:27.533000000	None	60	Current		0.33698	0.3096	0.2996	0.2725	0.1475	0.125	2	E	3	1	NY	Skilled Labor	Employed	4	False	False		2013-06-24 10:41:43	600	619	2005-08-31 00:00:00	19	19	26	2	55	2	9	0	0	0	0	0	726	0.76	224	25	1	1	0.42	$25,000-49,999	True	3005.583333	9F4D3686081397990AAB6BA	2	10	10	0	0	7500	1854.41	-44	0	NA	8	95036	4000	2013-07-09 00:00:00	Q3 2013	798A3546353582934748513	131.78	919.0671	208.75	710.3171	-23.04	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
43EF3599476867457BCAC4C	1144890	2014-01-18 17:44:08.270000000	None	36	Current		0.19501	0.1585	0.1485	0.13953	0.0624	0.07713	4	C	4	1	NY	Other	Employed	2	True	False		2014-01-18 17:44:10	700	719	2005-09-28 00:00:00	22	20	37	12	478	1	2	0	0	0	0	0	19160	0.96	680	36	1	1	0.38	$50,000-74,999	True	6000	24CB3705137445211F61C4D	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	2	128356	15000	2014-01-22 00:00:00	Q1 2014	E5AA37032542528889B452D	526.25	519.7363	324.33	195.4063	-12.74	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
43F3358221700432360AAF4	828888	2013-07-05 07:47:51.590000000	None	60	Current		0.24282	0.2179	0.2079	0.1932	0.0799	0.1133	4	C	3	7	AZ	Other	Employed	10	True	False		2013-07-05 07:47:43	740	759	2000-12-03 00:00:00	6	4	32	3	325	3	7	0	0	0	1	0	16132	0.56	12368	30	0.9	0	0.16	$50,000-74,999	True	5416.666667	051B3686705199667167BA0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	8	95323	15000	2013-07-09 00:00:00	Q3 2013	72B63582308762090F60D95	412.49	2878.4752	1016.7	1861.7752	-85.85	0	0	0	0	1	0	0	0	1	Other	TRUE
43F53598223087016B7C7CF	1053388	2013-12-17 16:43:04.880000000	None	60	Current		0.16969	0.1465	0.1365	0.12898	0.0549	0.07408	5	B	6	1	AZ	Other	Employed	88	True	False		2013-12-17 16:43:07	680	699	2004-01-24 00:00:00	10	9	41	8	501	0	3	0	0	0	0	0	18273	0.8	4212	20	1	0	0.26	$25,000-49,999	True	2250	AF26370102993385003F9C7	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	3	122576	4000	2013-12-19 00:00:00	Q4 2013	03783700146602291A21715	94.43	188.86	89.88	98.98	-6.76	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
43FE3587080960774BE2C45	881420	2013-08-27 13:13:21.577000000	None	60	Current		0.21566	0.1914	0.1814	0.1702	0.0649	0.1053	4	C	6	2	CA	Sales - Retail	Full-time	61	False	True	B5F93364617561572C32B6D	2013-08-27 13:13:11	660	679	2002-01-19 00:00:00	6	4	28	2	40	1	8	0	0	19	0	0	1413	0.91	137	23	0.6	0	0.09	$50,000-74,999	True	6000	A82036913321128902DC6AB	3	61	58	2	1	19000	0	36	0	NA	7	100478	15000	2013-08-30 00:00:00	Q3 2013	4F2D3369053637026BCD297	390.26	2341.56	946.13	1395.43	-72.91	0	0	0	0	1	0	0	0	181	Home Improvement	TRUE
44093596129438717F3C2AF	1029176	2013-11-23 13:14:30.257000000	None	36	Current		0.32446	0.285	0.275	0.25006	0.1475	0.10256	2	E	2	1	GA	Medical Technician	Employed	97	False	False		2013-11-23 13:14:32	640	659	1988-04-01 00:00:00	3	3	23	2	226	1	1	0	0	11	1	0	7622	0	500	21	0.9	0	0.12	$50,000-74,999	True	5416.666667	EF843699879516019F6E766	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	3	119653	4000	2013-12-02 00:00:00	Q4 2013	3D1B3698804748091E919F0	166.54	499.62	223.3	276.32	-9.7	0	0	0	0	1	0	0	0	2	Debt Consolidation	TRUE
6E883422015766827EBD4FB	341477	2008-05-29 23:16:57.627000000	AA	36	Chargedoff	2009-04-07 00:00:00	0.1973	0.19	0.18	NA	NA	NA	NA		0	2	CA	Professional	Self-employed	26	False	False		2008-05-09 13:29:17.170000000	800	819	1992-05-13 00:00:00	9	8	26	11	55	1	1	0	0	0	0	0	155	0	38345	25	1	0	NA	$0	False	0	D5B23422475422900924638	NA	NA	NA	NA	NA	NA	NA	NA	1920	10	69	32420	25000	2008-06-06 00:00:00	Q2 2008	26BC3421070250312A7B5BB	916.4	4567	2457.32	2109.68	-108.62	0	22542.68	22542.68	0	1	0	0	0	196	Home Improvement	FALSE
6E8E3602559831328E3AF09	1207878	2014-02-14 09:59:14.103000000	None	36	Current		0.23886	0.201	0.191	0.1762	0.0925	0.0837	3	D	3	2	CT	Executive	Employed	7	True	False		2014-02-14 09:59:16	740	759	2008-07-16 00:00:00	8	8	19	4	125	3	12	0	0	0	0	0	2636	0.19	10524	10	1	1	0.47	$50,000-74,999	True	4583.333333	9D223705674560548DC3E76	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	132925	5000	2014-02-19 00:00:00	Q1 2014	076637056669387937D9403	186.07	0	0	0	0	0	0	0	0	1	0	0	0	1	Home Improvement	TRUE
6E9635703997534949ED6C5	709203	2013-02-05 07:32:55.057000000	None	36	Current		0.28032	0.2419	0.2319	0.2126	0.1075	0.1051	3	D	4	1	MN	Other	Employed	175	True	False		2013-02-05 07:32:50	640	659	1992-09-02 00:00:00	8	8	21	8	1043	1	3	0	0	0	0	0	37361	0.96	1439	19	0.95	2	0.18	$100,000+	True	11666.666667	712D36753848131936E719D	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	13	84915	8000	2013-02-13 00:00:00	Q1 2013	9E5E35701078950018ABD68	314.66	3775.92	2063.08	1712.84	-70.81	0	0	0	0	1	0	0	0	53	Debt Consolidation	TRUE
6EA53579722259167068786	802092	2013-06-08 09:40:19.803000000	None	36	Current		0.14857	0.1203	0.1103	0.1061	0.0349	0.0712	6	A	9	1	AZ	Professional	Employed	140	True	False		2013-06-08 09:40:05	800	819	1987-02-04 00:00:00	10	9	26	5	197	0	3	0	0	0	0	0	2850	0.22	10100	25	1	0	0.3	$100,000+	True	8333.333333	89A63685907602364592168	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	8	94170	35000	2013-07-01 00:00:00	Q3 2013	120135414923795950E5442	1163	9292.4644	6729.54	2562.9244	-214.01	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
5D4B3572028593409600559	714860	2013-02-19 18:57:21.023000000	None	36	Completed	2013-05-24 00:00:00	0.27285	0.2346	0.2246	0.2064	0.1025	0.1039	3	D	4	1	NJ	Construction	Employed	24	False	True	CD0E3364909037313F32874	2013-02-19 18:57:17	660	679	2005-06-20 00:00:00	12	11	14	9	274	5	5	0	0	0	0	0	10739	0.8	2477	14	1	0	0.18	$50,000-74,999	True	4583.333333	20033675154732710C0EBB5	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	13	85772	9000	2013-02-28 00:00:00	Q1 2013	8EFC3402491645882A80525	350.55	9469.2	8999.99	469.21	-20	0	0	0	0	1	0	0	0	151	Debt Consolidation	TRUE
5D51359391433428275815C	1003142	2013-11-07 16:24:24.597000000	None	36	Current		0.2354	0.198	0.188	0.17416	0.0849	0.08926	4	C	3	1	PA	Other	Employed	40	False	False		2013-11-07 16:24:26	680	699	1997-11-11 00:00:00	8	8	11	7	458	3	5	0	0	0	0	0	14974	0.69	6426	11	1	0	0.29	$50,000-74,999	True	4500	F3AE36993792940279BAEE5	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	4	112066	15000	2013-11-19 00:00:00	Q4 2013	0171358700280758162BF7F	555.93	1667.79	934.87	732.92	-37.01	0	0	0	0	1	0	0	0	95	Debt Consolidation	TRUE
5D523375277716429C58771	69022	2006-12-01 10:04:58.993000000	E	36	Completed	2008-11-21 00:00:00	0.01657	0.01	0.005	NA	NA	NA	NA		0	0	IN	Other	Not available	NA	False	False		2006-11-29 03:39:44.157000000	580	599	1991-08-23 00:00:00	NA	NA	34	4	150	11	22	7	NA	31	1	NA	NA	NA	NA	NA	NA	NA	0.2	Not displayed	True	4576	AC4533744391314602B8E3A	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	87	5267	5000	2006-12-07 00:00:00	Q4 2006	F7073375370527645AF993D	141.04	5064.63	5000	64.63	-32.33	0	0	0	0	1	0	0	0	1	Not Available	FALSE
5D543407028595750F616FB	252611	2007-12-18 07:45:43.313000000	B	36	Chargedoff	2009-05-03 00:00:00	0.17219	0.165	0.155	NA	NA	NA	NA		0	1	IL	Executive	Full-time	35	False	False		2007-12-14 13:51:23.360000000	680	699	1989-03-01 00:00:00	8	8	13	8	734	1	1	1	1130	0	3	0	28465	0.75	9448	11	0.76	0	0.07	$100,000+	True	15000	84833409617095033CC8860	NA	NA	NA	NA	NA	NA	NA	NA	1893	17	74	24251	10000	2008-01-02 00:00:00	Q1 2008	16DB34079572395897C76BF	354.04	3864.44	2472.74	1391.7	-84.35	0	7527.28	7527.26	0	1	0	0	0	238	Debt Consolidation	FALSE
5D543582900197276FCFFF6	828919	2013-07-04 14:25:21.413000000	None	36	Current		0.22712	0.1899	0.1799	0.1679	0.0724	0.0955	4	C	3	15	NJ	Professional	Employed	62	False	False		2013-07-04 14:28:42	680	699	2000-07-28 00:00:00	2	2	9	2	54	1	2	3	232	22	2	0	234	0.13	1566	6	0.33	1	0.05	$50,000-74,999	True	4833.333333	68923687821783358D151BB	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	8	95643	5000	2013-07-18 00:00:00	Q3 2013	F30B3582317669556F44A4A	183.25	1282.75	781.17	501.58	-26.42	0	0	0	0	1	0	0	0	42	Medical/Dental	TRUE
408F3550500865856D77FC4	602398	2012-06-21 12:37:05.197000000	None	60	Current		0.35838	0.3304	0.3204	0.3057	0.147	0.1587	2	E	6	7	NY	Other	Employed	12	False	False		2012-06-21 12:37:01	660	679	1988-08-02 00:00:00	3	3	15	5	117	1	4	0	0	0	0	0	2561	0.99	2	11	0.72	0	0.16	$1-24,999	True	1500	449B365344142146778ED12	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	21	68621	3500	2012-06-26 00:00:00	Q2 2012	638035513606958322CBF71	119.86	2397.2	610.33	1786.87	-54.11	0	0	0	0	1	0	0	0	17	Other	TRUE
409D35875308384468580D6	883279	2013-08-28 13:59:03.330000000	None	36	Current		0.15833	0.1299	0.1199	0.1148	0.0399	0.0749	6	A	6	2	CA	Accountant/CPA	Full-time	27	False	False		2013-08-28 13:58:51	780	799	2001-10-21 00:00:00	15	14	15	12	486	1	5	0	0	0	0	0	24309	0.45	27374	15	1	1	0.34	$50,000-74,999	True	4166.666667	CA5036910247420329A1087	1	13	13	0	0	11500	3318.26	111	0	NA	7	100852	15000	2013-08-30 00:00:00	Q3 2013	ACC8349509712519070BAEB	505.34	3026.7016	2116.14	910.5616	-70.51	0	0	0	0	1	0	0	0	1	Home Improvement	TRUE
37733541386542510D39409	566776	2012-03-09 04:52:44.520000000	None	36	Completed	2013-12-02 00:00:00	0.17754	0.1414	0.1314	0.1252	0.0449	0.0803	5	B	6	6	WI	Laborer	Employed	80	False	False		2012-12-09 22:28:43	700	719	2000-09-28 00:00:00	4	4	37	2	78	0	3	0	0	14	1	0	1569	0.89	181	35	0.77	1	0.25	$25,000-49,999	True	3750	4F7136685638820711C80A6	1	5	5	0	0	3000	0	48	0	NA	15	78879	4000	2012-12-13 00:00:00	Q4 2012	9BC0352333598883422B2B3	136.98	4445.12	4000	445.12	-31.47	0	0	0	0	1	0	0	0	51	Auto	TRUE
37823487124112990C5368F	463011	2010-06-16 08:16:20.517000000	None	36	Completed	2011-01-31 00:00:00	0.17018	0.1485	0.1385	0.0862	0.05	0.0862	5	B	8	7	GA	Other	Full-time	57	True	False		2010-06-16 08:16:13	740	759	1987-05-01 00:00:00	8	8	23	6	1496	0	1	0	0	0	1	0	79007	0.94	4474	23	0.78	0	0.06	$100,000+	True	25166.666667	5E243592227577425CEC4EE	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	45	43187	10000	2010-06-28 00:00:00	Q2 2010	D32034859487887073DF37E	345.92	10858.29	10000	858.29	-55.78	0	0	0	0	1	0	0	0	322	Other	TRUE
378435566657266972F056D	637461	2012-09-11 08:46:14.660000000	None	36	Current		0.35797	0.3177	0.3077	0.2896	0.1625	0.1271	1	HR	4	2	CT	Other	Employed	25	True	False		2012-09-11 08:46:13	720	739	2004-02-18 00:00:00	3	3	9	1	25	3	8	0	0	3	1	0	0	0	500	8	0.77	2	0.11	$25,000-49,999	True	3466.666667	860B3662135841664BBD4CF	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	18	74196	2000	2012-09-18 00:00:00	Q3 2012	4F633556972139706ACBF1B	86.85	1476.45	715.61	760.84	-23.95	0	0	0	0	1	0	0	0	18	Home Improvement	TRUE
378E3526611060279D69CBD	529303	2011-09-24 18:07:00.613000000	None	36	Past Due (1-15 days)		0.35643	0.3199	0.3099	0.2917	0.165	0.1267	1	HR	2	1	MD	Laborer	Employed	6	False	False		2011-09-24 18:06:56	700	719	1967-04-01 00:00:00	5	5	7	4	45	3	4	0	0	0	0	0	7273	0.9	723	5	0.8	0	NA	$1-24,999	False	1833.333333	7D0B3631916563430DEE91C	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	30	54199	4000	2011-09-30 00:00:00	Q3 2011	C58E3526784437742BE1112	174.2	4951.2	2845.64	2105.56	-65.8	0	0	0	0	1	0	0	0	8	Debt Consolidation	TRUE
